# Results of winding number sector (0,0) 
-11.248127 0.626218
-10.760986 0.616273
-10.638534 0.634122
-10.237705 0.596900
-10.237705 0.596900
-9.789747 0.582733
-9.789747 0.582733
-9.686255 0.611077
-9.686255 0.611077
-9.400544 0.580342
-9.400544 0.580342
-9.331731 0.558159
-9.318701 0.567170
-9.318701 0.567170
-9.123723 0.578589
-9.102198 0.625639
-9.042753 0.593928
-9.042753 0.593928
-9.038117 0.560744
-9.038117 0.560744
-9.010388 0.578285
-9.010388 0.578285
-8.988037 0.636972
-8.889954 0.580804
-8.889954 0.580804
-8.875748 0.550455
-8.875748 0.550455
-8.860341 0.583310
-8.860341 0.583310
-8.803080 0.587382
-8.799872 0.554108
-8.764165 0.586576
-8.764165 0.586576
-8.733832 0.590645
-8.720708 0.556482
-8.720708 0.556482
-8.656962 0.595047
-8.656962 0.595047
-8.616470 0.571705
-8.607845 0.551851
-8.607845 0.551851
-8.567334 0.565629
-8.567334 0.565629
-8.447984 0.542753
-8.447984 0.542753
-8.446648 0.536786
-8.446648 0.536786
-8.397932 0.551331
-8.397932 0.551331
-8.320160 0.582101
-8.320160 0.582101
-8.251826 0.559305
-8.251826 0.559305
-8.209189 0.540288
-8.209189 0.540288
-8.205599 0.618171
-8.205599 0.618171
-8.178420 0.543940
-8.113822 0.565664
-8.092214 0.567520
-8.092214 0.567520
-8.078472 0.574437
-8.078472 0.574437
-8.039857 0.545440
-8.039857 0.545440
-8.027469 0.539083
-8.027469 0.539083
-7.981170 0.550565
-7.973084 0.549938
-7.973084 0.549938
-7.939028 0.532529
-7.939028 0.532529
-7.934828 0.565436
-7.934828 0.565436
-7.934782 0.548745
-7.934782 0.548745
-7.926229 0.569583
-7.926229 0.569583
-7.883392 0.541592
-7.883392 0.541592
-7.881497 0.561976
-7.881497 0.561976
-7.868897 0.548461
-7.868897 0.548461
-7.862324 0.518754
-7.862324 0.518754
-7.843454 0.579724
-7.843454 0.579724
-7.832995 0.599666
-7.832995 0.599666
-7.828060 0.530504
-7.822950 0.529985
-7.822950 0.529985
-7.817643 0.543862
-7.811623 0.542565
-7.811623 0.542565
-7.775597 0.528472
-7.775597 0.528472
-7.773825 0.557428
-7.702676 0.582015
-7.702676 0.582015
-7.639738 0.532695
-7.635016 0.528517
-7.635016 0.528517
-7.632232 0.539988
-7.632232 0.539988
-7.569141 0.533517
-7.569141 0.533517
-7.566910 0.540402
-7.566910 0.540402
-7.561320 0.556488
-7.561320 0.556488
-7.553522 0.528719
-7.553522 0.528719
-7.540268 0.519623
-7.513843 0.564783
-7.477231 0.567404
-7.474227 0.498290
-7.474227 0.498290
-7.453098 0.542442
-7.453098 0.542442
-7.439323 0.531839
-7.439323 0.531839
-7.428340 0.595360
-7.413133 0.541430
-7.409557 0.534605
-7.377280 0.538948
-7.355556 0.538856
-7.355556 0.538856
-7.351544 0.547987
-7.330990 0.526926
-7.326080 0.511873
-7.326080 0.511873
-7.324326 0.578794
-7.324326 0.578794
-7.300354 0.528915
-7.300354 0.528915
-7.259696 0.512638
-7.256982 0.601188
-7.256982 0.601188
-7.255421 0.530068
-7.234086 0.561889
-7.234086 0.561889
-7.180852 0.533764
-7.180852 0.533764
-7.176660 0.516903
-7.176660 0.516903
-7.174673 0.514091
-7.174673 0.514091
-7.173925 0.529661
-7.170661 0.529612
-7.169978 0.510974
-7.161606 0.514923
-7.152283 0.542549
-7.152049 0.505046
-7.152049 0.505046
-7.148042 0.532009
-7.148042 0.532009
-7.141570 0.515834
-7.141570 0.515834
-7.133081 0.555361
-7.133081 0.555361
-7.130368 0.543920
-7.130368 0.543920
-7.122258 0.556699
-7.122258 0.556699
-7.100488 0.563003
-7.098987 0.562070
-7.095332 0.557389
-7.083251 0.512225
-7.080025 0.550422
-7.072489 0.541345
-7.072489 0.541345
-7.070237 0.523839
-7.070237 0.523839
-7.059435 0.547176
-7.059435 0.547176
-7.041952 0.526314
-7.041952 0.526314
-7.040334 0.535217
-7.033915 0.522744
-7.033915 0.522744
-7.028161 0.577786
-7.028161 0.577786
-7.016471 0.533016
-7.014952 0.471039
-7.012235 0.562658
-7.012235 0.562658
-7.008525 0.501147
-7.008450 0.501803
-6.981230 0.561205
-6.981230 0.561205
-6.964394 0.529462
-6.964394 0.529462
-6.953307 0.532922
-6.942858 0.547128
-6.942858 0.547128
-6.936049 0.511568
-6.931362 0.533158
-6.931362 0.533158
-6.929296 0.539852
-6.929296 0.539852
-6.927886 0.581768
-6.927886 0.581768
-6.919916 0.516064
-6.919916 0.516064
-6.914970 0.537956
-6.914970 0.537956
-6.908282 0.534988
-6.908282 0.534988
-6.901106 0.515579
-6.901106 0.515579
-6.896326 0.487103
-6.896326 0.487103
-6.895342 0.509062
-6.895195 0.518925
-6.895195 0.518925
-6.880347 0.534459
-6.880347 0.534459
-6.869347 0.536885
-6.869347 0.536885
-6.865272 0.519634
-6.865272 0.519634
-6.861625 0.510070
-6.861625 0.510070
-6.859669 0.522876
-6.859669 0.522876
-6.849454 0.497396
-6.837251 0.498251
-6.816983 0.498696
-6.806064 0.543728
-6.806064 0.543728
-6.805354 0.530900
-6.805354 0.530900
-6.805099 0.576251
-6.783777 0.539381
-6.783777 0.539381
-6.764468 0.520747
-6.763901 0.513657
-6.763901 0.513657
-6.744185 0.569817
-6.734650 0.546852
-6.722686 0.559484
-6.722686 0.559484
-6.720239 0.555593
-6.720239 0.555593
-6.717073 0.511793
-6.717073 0.511793
-6.715293 0.524625
-6.709923 0.551619
-6.709923 0.551619
-6.704611 0.525115
-6.704611 0.525115
-6.698700 0.517448
-6.698700 0.517448
-6.682961 0.550644
-6.682961 0.550644
-6.678640 0.504248
-6.678640 0.504248
-6.671676 0.468447
-6.671676 0.468447
-6.664833 0.515289
-6.664833 0.515289
-6.653695 0.548222
-6.650778 0.538129
-6.650778 0.538129
-6.648667 0.524170
-6.643900 0.508602
-6.643900 0.508602
-6.642585 0.517800
-6.642585 0.517800
-6.631754 0.536419
-6.631754 0.536419
-6.624975 0.515243
-6.620461 0.549595
-6.620461 0.549595
-6.617579 0.541121
-6.611110 0.535118
-6.609073 0.523768
-6.609073 0.523768
-6.589281 0.576925
-6.585292 0.554113
-6.585292 0.554113
-6.585255 0.562013
-6.585255 0.562013
-6.562634 0.639855
-6.559177 0.488496
-6.559177 0.488496
-6.550525 0.522185
-6.545524 0.487150
-6.545524 0.487150
-6.545189 0.518963
-6.545189 0.518963
-6.537825 0.547527
-6.537825 0.547527
-6.530663 0.520999
-6.526465 0.542999
-6.526465 0.542999
-6.494766 0.506414
-6.494766 0.506414
-6.480361 0.544494
-6.480361 0.544494
-6.474511 0.510798
-6.474511 0.510798
-6.472380 0.579776
-6.472380 0.579776
-6.470921 0.545510
-6.470921 0.545510
-6.470650 0.646270
-6.463047 0.518360
-6.463047 0.518360
-6.445782 0.517896
-6.445782 0.517896
-6.444068 0.509263
-6.444068 0.509263
-6.442613 0.532354
-6.442613 0.532354
-6.436017 0.508084
-6.436017 0.508084
-6.430443 0.473248
-6.415928 0.498948
-6.415928 0.498948
-6.415746 0.470583
-6.413702 0.560159
-6.413702 0.560159
-6.404404 0.514614
-6.404404 0.514614
-6.385040 0.526125
-6.385040 0.526125
-6.374759 0.513506
-6.360673 0.527364
-6.360673 0.527364
-6.359837 0.494266
-6.359837 0.494266
-6.350796 0.536984
-6.350796 0.536984
-6.348467 0.498908
-6.348467 0.498908
-6.340990 0.544499
-6.335468 0.506553
-6.335468 0.506553
-6.329071 0.526829
-6.328852 0.552560
-6.321734 0.499618
-6.321734 0.499618
-6.318623 0.531544
-6.316241 0.519223
-6.316241 0.519223
-6.299603 0.541037
-6.299435 0.542340
-6.294953 0.483675
-6.294170 0.515213
-6.284672 0.489793
-6.284672 0.489793
-6.283558 0.510338
-6.269076 0.549131
-6.269076 0.549131
-6.268522 0.557758
-6.268522 0.557758
-6.263627 0.506695
-6.263149 0.536875
-6.263149 0.536875
-6.254634 0.528697
-6.253289 0.525111
-6.253129 0.463729
-6.253129 0.463729
-6.244788 0.508244
-6.244788 0.508244
-6.238898 0.601382
-6.238898 0.601382
-6.238719 0.527362
-6.238719 0.527362
-6.217964 0.536099
-6.217964 0.536099
-6.213153 0.523335
-6.213153 0.523335
-6.209489 0.472495
-6.209489 0.472495
-6.207214 0.531872
-6.207214 0.531872
-6.202923 0.467476
-6.202923 0.467476
-6.201152 0.522133
-6.201152 0.522133
-6.200754 0.538590
-6.200754 0.538590
-6.198811 0.516159
-6.198811 0.516159
-6.191476 0.575907
-6.189496 0.502690
-6.189496 0.502690
-6.187580 0.515822
-6.187580 0.515822
-6.177505 0.529781
-6.177505 0.529781
-6.174031 0.499534
-6.174031 0.499534
-6.173356 0.525020
-6.173356 0.525020
-6.170910 0.528269
-6.170910 0.528269
-6.168918 0.515784
-6.168673 0.526951
-6.163703 0.510138
-6.141459 0.519331
-6.141459 0.519331
-6.140351 0.533898
-6.140351 0.533898
-6.126193 0.493139
-6.126193 0.493139
-6.120600 0.516346
-6.120600 0.516346
-6.117032 0.484667
-6.117032 0.484667
-6.113648 0.525112
-6.113648 0.525112
-6.112714 0.557638
-6.112714 0.557638
-6.111340 0.470982
-6.111340 0.470982
-6.109975 0.524064
-6.109975 0.524064
-6.098075 0.544984
-6.097954 0.509098
-6.097954 0.509098
-6.097823 0.488980
-6.097823 0.488980
